Name,CNPJ,Portfolio Manager,Last_Assets_date
GERAÇÃO FUTURO LIQUIDEZ GENIAL FIC MULTIMERCADO CRÉDITO PRIVADO,20.055.873/0001-09,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAÇÃO FUTURO LIQUIDEZ TOP FIC MULTIMERCADO,19.802.832/0001-50,Carlos Eduardo de Medeiros Rocha,2019-01-31 00:00:00
GERAÇÃO FUTURO PERFORMANCE GENIAL FIC MULTIMERCADO,21.720.791/0001-02,Alexandre Thiede Donini,2019-01-31 00:00:00
GERAL ASSET LONG TERM FI AÇÕES,04.163.555/0001-05,Mauro Gasperin Gelain,2019-01-31 00:00:00
GERAL DIVIDENDO FI AÇÕES,18.448.137/0001-79,Mauro Gasperin Gelain,2019-01-31 00:00:00
GGR FI RENDA FIXA REFERENCIADO DI,17.335.643/0001-99,Thiago Ferreira Horta Figueiredo,2019-01-31 00:00:00
GILSONS FI AÇÕES,21.526.684/0001-30,Raul do Amaral Souza Freire,2019-01-31 00:00:00
GREENGO FI AÇÕES,10.263.106/0001-31,Marcelo Marques da Silva,2019-01-31 00:00:00
GRIPEN ADVISORY FIC MULTIMERCADO,24.193.691/0001-55,Rogério Rodrigues Estevinha do Amaral Xavier,2019-01-31 00:00:00
GROU CAPITAL VALOR FIC AÇÕES,07.124.064/0001-43,Tiago Sampaio Cunha,2019-01-31 00:00:00
GTI DIMONA BRASIL FI AÇÕES,09.143.435/0001-60,André Gordon,2019-01-31 00:00:00
GUEPARDO ESCALONADO INSTITUCIONAL FIC AÇÕES,17.454.194/0001-06,Octávio Ferreira de Magalhães,2019-01-31 00:00:00
GUEPARDO INSTITUCIONAL 60 FIC AÇÕES,13.966.584/0001-04,Octávio Ferreira de Magalhães,2019-01-31 00:00:00
GUIDE CASH FIC MULTIMERCADO CRÉDITO PRIVADO,00.539.553/0001-17,Erick Espagolla Scott Hood,2019-01-31 00:00:00
H3 COMPOSITE FIC MULTIMERCADO,03.565.811/0001-28,Manoel Evaristo Ferreira Junior,2019-01-31 00:00:00
HAYP FI AÇÕES,10.292.302/0001-34,Guilherme Ernesto Sand,2019-01-31 00:00:00
HD DIVIDENDOS FI AÇÕES,13.384.548/0001-24,Fernando Leitão da Cunha,2019-01-31 00:00:00
HIX CAPITAL INSTITUCIONAL FI AÇÕES,22.662.135/0001-55,Rodrigo Heilberg,2019-01-31 00:00:00
HOGAN ABSOLUTO FI MULTIMERCADO,06.170.653/0001-03,Priscila Fernandes de Araujo,2019-01-31 00:00:00
IBIUNA EQUITIES 30 FIC AÇÕES,26.243.348/0001-01,André Silva Telles Lion,2019-01-31 00:00:00
IBIUNA EQUITIES A FIC AÇÕES,22.282.682/0001-05,André Silva Telles Lion,2019-01-31 00:00:00
IBIUNA HEDGE FIC MULTIMERCADO,12.154.412/0001-65,Mario Gomes Torós,2019-01-31 00:00:00
IBIUNA HEDGE PVT FIC MULTIMERCADO,17.051.213/0001-45,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
IBIUNA HEDGE STH FIC MULTIMERCADO,15.799.713/0001-34,Mario Gomes Torós,2019-01-31 00:00:00
IBIUNA HEDGE STR FIC MULTIMERCADO,15.603.942/0001-31,Mario Gomes Torós,2019-01-31 00:00:00
IBIUNA LONG BIASED FIC MULTIMERCADO,17.554.200/0001-99,André Silva Telles Lion,2019-01-31 00:00:00
IB MULTIPORTFÓLIO AGRESSIVE FI MULTIMERCADO,02.552.852/0001-17,Marcello Siniscalchi,2019-01-31 00:00:00
ICATU VANGUARDA DIVIDENDOS FI AÇÕES,08.279.304/0001-41,Roberto Koeler Lira,2019-01-31 00:00:00
ICATU VANGUARDA ESTRATÉGIA FI MULTIMERCADO,26.680.228/0001-63,Fernando Henrique Marques Palermo Neto,2019-01-31 00:00:00
ICATU VANGUARDA FI RENDA FIXA CRÉDITO PRIVADO LP,07.900.255/0001-50,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA GOLD FI RENDA FIXA LP,10.756.556/0001-66,Bernardo Schneider Goulart de Oliveira,2019-02-01 00:00:00
ICATU VANGUARDA IBX FI AÇÕES,06.224.719/0001-92,Roberto Koeler Lira,2019-01-31 00:00:00
ICATU VANGUARDA INFLAÇÃO CURTA FIC RENDA FIXA,12.682.783/0001-10,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA INFLAÇÃO CURTA FI RENDA FIXA,10.922.432/0001-03,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA INFLAÇÃO FI RENDA FIXA CRÉDITO PRIVADO LP,19.719.727/0001-51,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA INFLAÇÃO LONGA FIC RENDA FIXA,07.400.556/0001-14,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA INFLAÇÃO LONGA FI RENDA FIXA,10.756.541/0001-06,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA MACRO FI MULTIMERCADO,22.504.092/0001-80,Fernando Henrique Marques Palermo Neto,2019-01-31 00:00:00
ICATU VANGUARDA PLUS FI RENDA FIXA LP,05.755.769/0001-33,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA PRÉ-FIXADO FI RENDA FIXA LP,19.418.031/0001-95,Bernardo Schneider Goulart de Oliveira,2019-01-31 00:00:00
ICATU VANGUARDA SOBERANO FI RENDA FIXA SIMPLES,14.843.784/0001-24,Bernardo Schneider Goulart de Oliveira,2019-02-01 00:00:00
IMPACTO HORIZONTE FI RENDA FIXA CRÉDITO PRIVADO LP,20.468.779/0001-81,Pedro Hermanny Diniz,2019-01-31 00:00:00
IMPACTO VALUATION FI AÇÕES BDR NÍVEL I,08.140.054/0001-64,Pedro Hermanny Diniz,2019-01-31 00:00:00
INDIE FIC AÇÕES,17.335.646/0001-22,Luiz Henrique Guerra,2019-01-31 00:00:00
INDIE LOGOS FIC MULTIMERCADO,11.182.072/0001-13,Luiz Henrique Guerra,2019-01-31 00:00:00
INFINITY EAGLE FI MULTIMERCADO,07.901.425/0001-10,Andre Tadeu Paes de Souza,2019-01-31 00:00:00
INFINITY LOTUS FI RENDA FIXA,09.319.052/0001-08,Andre Tadeu Paes de Souza,2019-01-31 00:00:00
INFINITY TIGER ALOCAÇÃO DINÂMICA FI RENDA FIXA,15.188.380/0001-07,Andre Tadeu Paes de Souza,2019-01-31 00:00:00
INTER PRIMUS FI RENDA FIXA CRÉDITO PRIVADO,20.057.798/0001-15,Ricardo Fonseca Couto,2019-01-31 00:00:00
INVESTCENTER KONDOR FIC MULTIMERCADO,09.124.606/0001-03,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
INVESTCENTER KONDOR KRIT FIC MULTIMERCADO,17.329.600/0001-09,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
INVEXA IBOVESPA ATIVO FI AÇÕES,24.874.367/0001-00,Adriano Paladino Alves Marques de Sousa,2019-01-31 00:00:00
IPORANGA MACRO 30 FIC MULTIMERCADO,23.695.886/0001-30,Guilherme Soares da Costa Assis,2019-01-31 00:00:00
IP PARTICIPAÇÕES IPG FIC AÇÕES BDR NÍVEL I,12.082.452/0001-49,Christiano Guimarães Fonseca Filho,2019-01-31 00:00:00
ISHARES BM&FBOVESPA SMALL CAP FUNDO DE ÍNDICE,10.406.600/0001-08,Andrea Cardia Consentino,2019-01-31 00:00:00
ISHARES IBOVESPA FUNDO DE ÍNDICE,10.406.511/0001-61,Andrea Cardia Consentino,2019-01-31 00:00:00
ITAIM HEDGE FI MULTIMERCADO,20.458.815/0001-26,Márcio Coutinho de Oliveira Fontes,2019-01-31 00:00:00
ITAÚ ACTIVE FIX FIC MULTIMERCADO CRÉDITO PRIVADO,05.903.152/0001-18,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ A FIC RENDA FIXA REFERENCIADO DI,10.397.571/0001-65,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ AFR1 FIC RENDA FIXA,08.009.410/0001-05,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ANTARES PRS FIC MULTIMERCADO,05.575.480/0001-32,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ BBA CORPORATE FIC RENDA FIXA CURTO PRAZO,01.340.605/0001-94,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ B FIC CAMBIAL,00.822.954/0001-80,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ B FIC RENDA FIXA REFERENCIADO DI,00.822.933/0001-64,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ BLUE FIC AÇÕES,29.546.256/0001-80,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ BÔNUS CELULAR FIC RENDA FIXA REFERENCIADO DI,20.194.059/0001-75,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ CAPITAL INFLATION INDEX FIC RENDA FIXA,02.935.723/0001-08,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ CAPITAL PERFORMANCE FIX FIC MULTIMERCADO,05.381.809/0001-24,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ CASH FIC RENDA FIXA REFERENCIADO DI,05.902.468/0001-95,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ COMMODITIES FI AÇÕES,09.093.975/0001-86,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ CORPORATE DIFERENCIADO FIC RENDA FIXA CRÉDITO PRIVADO LP,20.287.889/0001-47,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ CORPORATE FIC RENDA FIXA REFERENCIADO DI,02.850.991/0001-27,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ DAILY FIC RENDA FIXA CURTO PRAZO,05.044.718/0001-01,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ DIVIDENDOS FI AÇÕES,02.887.290/0001-62,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ DIVIDENDOS FIC AÇÕES,08.078.571/0001-50,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ DÓLAR FIC CAMBIAL,02.497.034/0001-69,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ DUNAMIS FIC AÇÕES,24.571.992/0001-75,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ EMPRESA MIX FIC RENDA FIXA CRÉDITO PRIVADO LP,13.417.364/0001-13,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ EMPRESAS PRÉ FIC RENDA FIXA LP,09.093.749/0001-03,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ ESPECIAL FIC RENDA FIXA,04.222.433/0001-42,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ESPECIAL FIC RENDA FIXA CURTO PRAZO,04.222.376/0001-00,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ESPECIAL FIC RENDA FIXA REFERENCIADO DI,04.220.338/0001-00,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ESTRATÉGIA S&P500® FIC AÇÕES,17.759.799/0001-05,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ EXCELLENCE FIC RENDA FIXA,10.474.810/0001-33,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ EXCELLENCE FIC RENDA FIXA REFERENCIADO DI,10.474.514/0001-32,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ FIC AÇÕES BDR NÍVEL I,20.147.389/0001-00,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ FIC CAMBIAL,01.623.535/0001-81,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ FIC RENDA FIXA REFERENCIADO DI,00.832.445/0001-38,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ FIC RENDA FIXA SIMPLES,18.185.829/0001-71,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ FIX PLUS FIC MULTIMERCADO,07.190.429/0001-38,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ FUTURA FIC RENDA FIXA REFERENCIADO DI,10.474.847/0001-61,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ GLOBAL DINÂMICO FIC MULTIMERCADO,21.407.385/0001-86,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ GOVERNANÇA CORPORATIVA FI AÇÕES,07.686.680/0001-98,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ IBRX ATIVO FIC AÇÕES,54.486.055/0001-82,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ IMA-B 5+ FIC RENDA FIXA,14.437.684/0001-06,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ IMA-B 5 FIC RENDA FIXA,10.396.367/0001-20,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ IMA-B ATIVO FIC RENDA FIXA,05.073.656/0001-58,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ INDEX IBOVESPA 1 FI AÇÕES,10.239.877/0001-93,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ INDEX IBOVESPA 4 FI AÇÕES,19.674.794/0001-05,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ INDEX IBOVESPA FI AÇÕES,03.370.003/0001-05,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ INDEX IBOVESPA FIC AÇÕES,67.976.449/0001-60,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ ÍNDICE IBOVESPA FIC AÇÕES,01.135.345/0001-15,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ INSTITUCIONAL FIC RENDA FIXA REFERENCIADO DI,00.902.484/0001-64,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ INSTITUCIONAL INFLAÇÃO 5 FIC RENDA FIXA,09.093.819/0001-15,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ INSTITUCIONAL JUROS E MOEDAS FIC MULTIMERCADO,00.973.117/0001-51,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ JUROS REAIS FIC RENDA FIXA,23.731.371/0001-49,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ KINEA ARKHE FIC MULTIMERCADO,10.396.876/0001-52,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ LARGE CORPORATE FIC RENDA FIXA REFERENCIADO DI,03.697.262/0001-45,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ LION FIC RENDA FIXA REFERENCIADO DI,01.624.178/0001-76,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MAX FIC RENDA FIXA,07.104.783/0001-00,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MAX FIC RENDA FIXA REFERENCIADO DI,07.104.788/0001-25,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MAXI FIC RENDA FIXA REFERENCIADO DI,10.397.614/0001-02,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MAXIME FIC RENDA FIXA REFERENCIADO DI,02.887.948/0001-36,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MEDIUM TERM CAPITAL FIX FIC RENDA FIXA REFERENCIADO DI,00.826.907/0001-04,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MEGA FIC RENDA FIXA,08.078.462/0001-33,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MEGA FIC RENDA FIXA REFERENCIADO DI,08.927.292/0001-14,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MIX FIC RENDA FIXA CRÉDITO PRIVADO LP,11.858.554/0001-40,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ MIX PLUS FIC RENDA FIXA CRÉDITO PRIVADO LP,20.147.372/0001-52,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ MULTIMANAGER FIC MULTIMERCADO,00.840.008/0001-66,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ NOBRE FIC RENDA FIXA REFERENCIADO DI,03.721.554/0001-76,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ ACE DIVIDENDOS FIC AÇÕES,06.258.544/0001-34,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ AFR2 FIC RENDA FIXA,08.009.278/0001-31,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ DIFERENCIADO FIC RENDA FIXA CRÉDITO PRIVADO LP,20.335.522/0001-51,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ DÓLAR FIC CAMBIAL,02.222.178/0001-02,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ DÓLAR PLUS FIC CAMBIAL,23.731.760/0001-74,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ ECOMUDANÇA FIC RENDA FIXA,08.702.956/0001-47,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ ECOMUDANÇA FIC RENDA FIXA REFERENCIADO DI,09.145.225/0001-00,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ EVOLUÇÃO FIC RENDA FIXA REFERENCIADO DI,97.519.794/0001-36,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ IBRX ATIVO FIC AÇÕES,56.573.470/0001-07,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ K2 FIC MULTIMERCADO,03.618.256/0001-55,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ KINEA CHRONOS FIC MULTIMERCADO,23.731.781/0001-90,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ MAXIME FIC RENDA FIXA,03.618.607/0001-28,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ PLUS FIC RENDA FIXA REFERENCIADO DI,00.832.414/0001-87,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ PRÊMIO FIC RENDA FIXA REFERENCIADO DI,01.433.414/0001-77,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ PRIVILÈGE FIC RENDA FIXA REFERENCIADO DI,26.199.519/0001-34,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO GAP ABSOLUTO FIC MULTIMERCADO,17.412.460/0001-20,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO GÁVEA MACRO FIC MULTIMERCADO,25.682.163/0001-22,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO IBIUNA HEDGE FIC MULTIMERCADO,22.428.762/0001-26,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO JGP MAX FIC MULTIMERCADO,17.420.140/0001-11,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO KONDOR KRIT FIC MULTIMERCADO,23.546.560/0001-41,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SELEÇÃO MULTIFUNDOS FIC MULTIMERCADO,05.523.348/0001-87,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ PERSONNALITÉ SPECIAL FIC RENDA FIXA,10.388.069/0001-98,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ SPECIAL FIC RENDA FIXA REFERENCIADO DI,10.388.059/0001-52,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PERSONNALITÉ YIELD PLUS FIC MULTIMERCADO,22.428.807/0001-62,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ PRÉ FIC RENDA FIXA LP,07.104.761/0001-32,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ PRÉ FIXADO FIC RENDA FIXA LP,10.396.381/0001-23,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ PREMIUM FIC RENDA FIXA REFERENCIADO DI,03.184.233/0001-80,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PREVIDÊNCIA IBRX FI AÇÕES,04.751.820/0001-76,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ PRIVATE FIC RENDA FIXA CRÉDITO PRIVADO,09.093.844/0001-07,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ PRIVATE WEALTH II FIC RENDA FIXA REFERENCIADO DI,26.199.425/0001-65,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SELEÇÃO FIC AÇÕES,05.941.167/0001-70,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ SELEÇÃO MULTIFUNDOS FIC AÇÕES,04.348.384/0001-99,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ SL FIC RENDA FIXA REFERENCIADO DI,03.336.760/0001-62,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SMALL CAP VALUATION FI AÇÕES,01.063.897/0001-65,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ SOBERANO FIC RENDA FIXA REFERENCIADO DI LP,24.552.905/0001-32,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SOBERANO FIC RENDA FIXA SIMPLES LP,06.175.696/0001-73,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SOBERANO II FIC RENDA FIXA REFERENCIADO DI,05.523.130/0001-22,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SOBERANO IRF-M 1 FI RENDA FIXA,08.703.063/0001-16,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SUPER FIC RENDA FIXA,03.184.134/0001-06,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ SUPER FIC RENDA FIXA REFERENCIADO DI,03.182.559/0001-78,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ TOP FIC RENDA FIXA REFERENCIADO DI,05.902.521/0001-58,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ULTRA FIC RENDA FIXA,08.927.305/0001-55,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ ULTRA FIC RENDA FIXA REFERENCIADO DI,08.927.310/0001-68,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNIBANCO EMPRESAS FIC RENDA FIXA,04.568.060/0001-66,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNIBANCO FI AÇÕES,08.749.127/0001-10,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ UNIBANCO ITAÚ EXCELÊNCIA SOCIAL FIC AÇÕES,06.215.101/0001-66,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ UNIBANCO MULTIESTRATÉGIA FIC MULTIMERCADO,19.599.311/0001-47,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ UNIBANCO PREMIUM FIC RENDA FIXA REFERENCIADO DI,05.575.465/0001-94,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS FIC RENDA FIXA,10.397.618/0001-90,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS FIDELIDADE FIC RENDA FIXA REFERENCIADO DI,23.120.582/0001-45,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS KINEA ARKHE FIC MULTIMERCADO,25.422.732/0001-09,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
ITAÚ UNICLASS MASTER FIC RENDA FIXA,10.474.356/0001-10,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS MAXI FIC RENDA FIXA,10.475.107/0001-40,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS MIX FIC RENDA FIXA CRÉDITO PRIVADO LP,20.335.211/0001-92,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS MULTIESTRATÉGIA AGRESSIVO FIC MULTIMERCADO,10.474.405/0001-15,Marcello Siniscalchi,2019-01-31 00:00:00
ITAÚ UNICLASS PREMIUM FIC RENDA FIXA,10.474.352/0001-32,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UNICLASS PREMIUM FIC RENDA FIXA REFERENCIADO DI,10.397.617/0001-46,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ UPJ SUPER FIC RENDA FIXA CURTO PRAZO,03.547.677/0001-32,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ VALE FI AÇÕES,04.881.177/0001-03,Gilberto Hideo Nagai,2019-01-31 00:00:00
ITAÚ VERSO K FI RENDA FIXA,13.028.340/0001-72,Tatiana Grecco,2019-01-31 00:00:00
ITAÚ VERSO V FI RENDA FIXA,13.028.336/0001-04,Tatiana Grecco,2019-01-31 00:00:00
ITAUVEST PRIVATE FIC RENDA FIXA REFERENCIADO DI,64.919.871/0001-96,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ VIP FIC RENDA FIXA REFERENCIADO DI,05.073.650/0001-80,Tatiana Grecco,2019-02-01 00:00:00
ITAÚ YEAR FIX FIC RENDA FIXA,05.381.727/0001-80,Tatiana Grecco,2019-02-01 00:00:00
J. SAFRA ABSOLUTO 30 FEEDER FIC MULTIMERCADO,16.986.049/0001-03,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
JBI FOCUS INSTITUCIONAL FIC AÇÕES,11.403.859/0001-68,Eduardo Rocha de Rezende,2019-01-31 00:00:00
JGP HEDGE FIC MULTIMERCADO,03.119.883/0001-41,Arlindo Raggio Vergaças Júnior,2019-01-31 00:00:00
JGP MAX FEEDER II FIC MULTIMERCADO,13.574.570/0001-37,Eduardo Ribeiro Alves Barboza Vianna,2019-01-31 00:00:00
JGP MAX FIC MULTIMERCADO,08.912.591/0001-85,Arlindo Raggio Vergaças Júnior,2019-01-31 00:00:00
JGP SELECT FIC MULTIMERCADO CRÉDITO PRIVADO,21.946.695/0001-79,Alexandre de Oliveira Muller,2019-01-31 00:00:00
JGP STRATEGY FEEDER II FIC MULTIMERCADO,17.158.462/0001-34,Eduardo Ribeiro Alves Barboza Vianna,2019-01-31 00:00:00
JIVE CASH FI MULTIMERCADO,19.358.826/0001-55,Mateus Tessler Rocha,2019-01-31 00:00:00
JIVE ETR FI MULTIMERCADO,18.525.673/0001-20,Mateus Tessler Rocha,2019-01-31 00:00:00
JMALUCELLI MARLIM DIVIDENDOS FI AÇÕES,09.599.346/0001-22,Leonardo Deeke Boguszewski,2019-01-31 00:00:00
JMALUCELLI SMALL CAPS FI AÇÕES,09.550.197/0001-07,Leonardo Deeke Boguszewski,2019-01-31 00:00:00
JMALUCELLI TESOURO PREMIUM FI RENDA FIXA REFERENCIADO DI,03.567.277/0001-99,Leonardo Deeke Boguszewski,2019-01-31 00:00:00
JOULE VALUE FI AÇÕES,08.545.330/0001-74,José Luiz de Almeida Nogueira Junqueira,2019-01-31 00:00:00
KADIMA EQUITIES FIC AÇÕES,12.845.796/0001-62,Sérgio Blank,2019-01-31 00:00:00
KADIMA II FIC MULTIMERCADO,09.441.308/0001-47,Sérgio Blank,2019-01-31 00:00:00
KINEA ARKHE FI MULTIMERCADO,07.383.028/0001-02,Marco Aurélio Freire Barreto,2019-01-31 00:00:00
KINEA ARKHE PVT FIC MULTIMERCADO,09.093.521/0001-05,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
KINEA CHRONOS FI MULTIMERCADO,21.624.757/0001-26,Marco Aurélio Freire Barreto,2019-01-31 00:00:00
KINEA DYVERSY EQUITY HEDGE FI MULTIMERCADO,09.489.398/0001-46,Aymar Almeida,2019-01-31 00:00:00
KONDOR ACCESS LX FIC MULTIMERCADO,15.612.408/0001-91,Rodrigo de Almeida Veiga,2019-01-31 00:00:00
KONDOR LX FIC MULTIMERCADO,13.429.264/0001-07,Rodrigo de Almeida Veiga,2019-01-31 00:00:00
